summonerName,team,teamId,gameId,games,championName,key,Win,lose,kills,assists,deaths,killsT,assistsT,deathsT,kda,ban,Avg BT,wR,Presence
Exakick,SK,Red,2775434.0,24,Xayah,498,15.0,9.0,5.0,8.0,4.0,129.0,145.0,42.0,6.523809523809524,7.0,3.0,0.625,58.490566037735846
Upset,VIT,Red,2773628.0,24,Xayah,498,15.0,9.0,5.0,9.0,0.0,129.0,145.0,42.0,6.523809523809524,7.0,6.0,0.625,58.490566037735846
Kobbe,AST,Blue,2775522.0,24,Xayah,498,15.0,9.0,9.0,7.0,3.0,129.0,145.0,42.0,6.523809523809524,7.0,5.0,0.625,58.490566037735846
Patrik,XL,Red,2775833.0,24,Xayah,498,15.0,9.0,5.0,8.0,4.0,129.0,145.0,42.0,6.523809523809524,7.0,6.0,0.625,58.490566037735846
Comp,KOI,Blue,2778117.0,24,Xayah,498,15.0,9.0,0.0,0.0,3.0,129.0,145.0,42.0,6.523809523809524,7.0,6.0,0.625,58.490566037735846
Jackspektra,TH,Blue,2776133.0,24,Xayah,498,15.0,9.0,6.0,9.0,3.0,129.0,145.0,42.0,6.523809523809524,7.0,6.0,0.625,58.490566037735846
Patrik,XL,Blue,2775881.0,24,Xayah,498,15.0,9.0,8.0,5.0,0.0,129.0,145.0,42.0,6.523809523809524,7.0,5.0,0.625,58.490566037735846
Crownie,BDS,Blue,2768914.0,19,Lucian,236,7.0,12.0,8.0,7.0,2.0,90.0,100.0,53.0,3.5849056603773586,10.0,4.0,0.3684210526315789,54.71698113207547
Hans,G2,Blue,2767567.0,19,Lucian,236,7.0,12.0,0.0,2.0,4.0,90.0,100.0,53.0,3.5849056603773586,10.0,5.0,0.3684210526315789,54.71698113207547
Jackspektra,TH,Blue,2769501.0,19,Lucian,236,7.0,12.0,1.0,0.0,4.0,90.0,100.0,53.0,3.5849056603773586,10.0,5.0,0.3684210526315789,54.71698113207547
Patrik,XL,Blue,2769509.0,19,Lucian,236,7.0,12.0,7.0,6.0,5.0,90.0,100.0,53.0,3.5849056603773586,10.0,5.0,0.3684210526315789,54.71698113207547
Kobbe,AST,Red,2769531.0,19,Lucian,236,7.0,12.0,10.0,7.0,0.0,90.0,100.0,53.0,3.5849056603773586,10.0,5.0,0.3684210526315789,54.71698113207547
Kobbe,AST,Blue,2769911.0,19,Lucian,236,7.0,12.0,7.0,8.0,0.0,90.0,100.0,53.0,3.5849056603773586,10.0,5.0,0.3684210526315789,54.71698113207547
Exakick,SK,Red,2769830.0,19,Lucian,236,7.0,12.0,13.0,6.0,4.0,90.0,100.0,53.0,3.5849056603773586,10.0,1.0,0.3684210526315789,54.71698113207547
Upset,VIT,Blue,2778032.0,19,Lucian,236,7.0,12.0,6.0,5.0,2.0,90.0,100.0,53.0,3.5849056603773586,10.0,3.0,0.3684210526315789,54.71698113207547
Upset,VIT,Blue,2774885.0,19,Lucian,236,7.0,12.0,3.0,7.0,1.0,90.0,100.0,53.0,3.5849056603773586,10.0,4.0,0.3684210526315789,54.71698113207547
Patrik,XL,Red,2777051.0,19,Lucian,236,7.0,12.0,2.0,4.0,6.0,90.0,100.0,53.0,3.5849056603773586,10.0,3.0,0.3684210526315789,54.71698113207547
Comp,KOI,Blue,2768541.0,19,Lucian,236,7.0,12.0,0.0,1.0,4.0,90.0,100.0,53.0,3.5849056603773586,10.0,5.0,0.3684210526315789,54.71698113207547
Exakick,SK,Blue,2777070.0,19,Lucian,236,7.0,12.0,1.0,5.0,1.0,90.0,100.0,53.0,3.5849056603773586,10.0,3.0,0.3684210526315789,54.71698113207547
Carzzy,MAD,Blue,2768108.0,19,Lucian,236,7.0,12.0,5.0,12.0,0.0,90.0,100.0,53.0,3.5849056603773586,10.0,4.0,0.3684210526315789,54.71698113207547
Comp,KOI,Blue,2775531.0,19,Lucian,236,7.0,12.0,2.0,12.0,4.0,90.0,100.0,53.0,3.5849056603773586,10.0,2.0,0.3684210526315789,54.71698113207547
Carzzy,MAD,Blue,2769231.0,19,Lucian,236,7.0,12.0,4.0,2.0,3.0,90.0,100.0,53.0,3.5849056603773586,10.0,2.0,0.3684210526315789,54.71698113207547
Jackspektra,TH,Blue,2768454.0,19,Lucian,236,7.0,12.0,4.0,6.0,3.0,90.0,100.0,53.0,3.5849056603773586,10.0,3.0,0.3684210526315789,54.71698113207547
Crownie,BDS,Red,2768861.0,19,Lucian,236,7.0,12.0,6.0,2.0,5.0,90.0,100.0,53.0,3.5849056603773586,10.0,3.0,0.3684210526315789,54.71698113207547
Exakick,SK,Blue,2768583.0,19,Lucian,236,7.0,12.0,6.0,4.0,0.0,90.0,100.0,53.0,3.5849056603773586,10.0,5.0,0.3684210526315789,54.71698113207547
Patrik,XL,Blue,2769151.0,19,Lucian,236,7.0,12.0,5.0,4.0,5.0,90.0,100.0,53.0,3.5849056603773586,10.0,2.0,0.3684210526315789,54.71698113207547
Trymbi,KOI,Red,2775898.0,20,Rakan,497,12.0,8.0,0.0,12.0,4.0,16.0,229.0,62.0,3.9516129032258065,8.0,6.0,0.6,52.83018867924528
Trymbi,KOI,Blue,2773874.0,20,Rakan,497,12.0,8.0,1.0,10.0,5.0,16.0,229.0,62.0,3.9516129032258065,8.0,2.0,0.6,52.83018867924528
Mersa,TH,Red,2775531.0,20,Rakan,497,12.0,8.0,0.0,16.0,6.0,16.0,229.0,62.0,3.9516129032258065,8.0,3.0,0.6,52.83018867924528
Doss,SK,Blue,2773569.0,20,Rakan,497,12.0,8.0,1.0,16.0,2.0,16.0,229.0,62.0,3.9516129032258065,8.0,3.0,0.6,52.83018867924528
Mersa,TH,Red,2775460.0,20,Rakan,497,12.0,8.0,0.0,1.0,3.0,16.0,229.0,62.0,3.9516129032258065,8.0,1.0,0.6,52.83018867924528
Trymbi,KOI,Blue,2767214.0,20,Rakan,497,12.0,8.0,1.0,6.0,4.0,16.0,229.0,62.0,3.9516129032258065,8.0,,0.6,52.83018867924528
rhuckz,FNC,Red,2767108.0,20,Rakan,497,12.0,8.0,1.0,10.0,2.0,16.0,229.0,62.0,3.9516129032258065,8.0,,0.6,52.83018867924528
Kaiser,VIT,Red,2773526.0,20,Rakan,497,12.0,8.0,1.0,14.0,2.0,16.0,229.0,62.0,3.9516129032258065,8.0,3.0,0.6,52.83018867924528
Labrov,BDS,Red,2774603.0,20,Rakan,497,12.0,8.0,1.0,12.0,2.0,16.0,229.0,62.0,3.9516129032258065,8.0,3.0,0.6,52.83018867924528
Hylissang,MAD,Red,2776133.0,20,Rakan,497,12.0,8.0,0.0,12.0,4.0,16.0,229.0,62.0,3.9516129032258065,8.0,2.0,0.6,52.83018867924528
Mersa,TH,Blue,2775833.0,20,Rakan,497,12.0,8.0,2.0,20.0,4.0,16.0,229.0,62.0,3.9516129032258065,8.0,2.0,0.6,52.83018867924528
Mersa,TH,Blue,2777029.0,20,Rakan,497,12.0,8.0,0.0,4.0,3.0,16.0,229.0,62.0,3.9516129032258065,8.0,3.0,0.6,52.83018867924528
Mikyx,G2,Red,2773965.0,20,Rakan,497,12.0,8.0,1.0,14.0,3.0,16.0,229.0,62.0,3.9516129032258065,8.0,5.0,0.6,52.83018867924528
JeongHoon,AST,Blue,2774857.0,20,Rakan,497,12.0,8.0,2.0,5.0,4.0,16.0,229.0,62.0,3.9516129032258065,8.0,2.0,0.6,52.83018867924528
Mersa,TH,Red,2769839.0,20,Rakan,497,12.0,8.0,1.0,18.0,2.0,16.0,229.0,62.0,3.9516129032258065,8.0,,0.6,52.83018867924528
Kaiser,VIT,Red,2773628.0,20,Rakan,497,12.0,8.0,1.0,16.0,2.0,16.0,229.0,62.0,3.9516129032258065,8.0,2.0,0.6,52.83018867924528
LIMIT,XL,Red,2778084.0,20,Rakan,497,12.0,8.0,1.0,5.0,3.0,16.0,229.0,62.0,3.9516129032258065,8.0,3.0,0.6,52.83018867924528
Advienne,FNC,Red,2778074.0,20,Rakan,497,12.0,8.0,1.0,14.0,2.0,16.0,229.0,62.0,3.9516129032258065,8.0,3.0,0.6,52.83018867924528
Doss,SK,Red,2775434.0,20,Rakan,497,12.0,8.0,1.0,13.0,1.0,16.0,229.0,62.0,3.9516129032258065,8.0,,0.6,52.83018867924528
Kaiser,VIT,Red,3131863.0,20,Rakan,497,12.0,8.0,0.0,11.0,4.0,16.0,229.0,62.0,3.9516129032258065,8.0,5.0,0.6,52.83018867924528
Mikyx,G2,Red,2777070.0,22,Nautilus,111,12.0,10.0,0.0,13.0,5.0,11.0,204.0,90.0,2.388888888888889,5.0,2.0,0.5454545454545454,50.943396226415096
Advienne,FNC,Red,2774934.0,22,Nautilus,111,12.0,10.0,2.0,17.0,4.0,11.0,204.0,90.0,2.388888888888889,5.0,1.0,0.5454545454545454,50.943396226415096
JeongHoon,AST,Red,2777029.0,22,Nautilus,111,12.0,10.0,0.0,11.0,3.0,11.0,204.0,90.0,2.388888888888889,5.0,2.0,0.5454545454545454,50.943396226415096
Hylissang,MAD,Red,2776059.0,22,Nautilus,111,12.0,10.0,0.0,3.0,8.0,11.0,204.0,90.0,2.388888888888889,5.0,2.0,0.5454545454545454,50.943396226415096
Mersa,TH,Blue,2776133.0,22,Nautilus,111,12.0,10.0,0.0,15.0,6.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
rhuckz,FNC,Red,2767214.0,18,Ashe,22,11.0,7.0,0.0,13.0,2.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
LIMIT,XL,Red,2773618.0,22,Nautilus,111,12.0,10.0,1.0,7.0,5.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
Targamas,XL,Blue,2769531.0,22,Nautilus,111,12.0,10.0,1.0,2.0,9.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
LIMIT,XL,Red,2775833.0,22,Nautilus,111,12.0,10.0,1.0,9.0,8.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
rhuckz,FNC,Red,2769509.0,22,Nautilus,111,12.0,10.0,0.0,11.0,4.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
Mikyx,G2,Red,2769501.0,22,Nautilus,111,12.0,10.0,0.0,10.0,2.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
Mersa,TH,Red,2767145.0,22,Nautilus,111,12.0,10.0,1.0,7.0,4.0,11.0,204.0,90.0,2.388888888888889,5.0,2.0,0.5454545454545454,50.943396226415096
Labrov,BDS,Red,2777097.0,22,Nautilus,111,12.0,10.0,0.0,17.0,2.0,11.0,204.0,90.0,2.388888888888889,5.0,1.0,0.5454545454545454,50.943396226415096
Labrov,BDS,Blue,2774912.0,22,Nautilus,111,12.0,10.0,1.0,9.0,4.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
Trymbi,KOI,Red,2769916.0,22,Nautilus,111,12.0,10.0,0.0,1.0,3.0,11.0,204.0,90.0,2.388888888888889,5.0,3.0,0.5454545454545454,50.943396226415096
Advienne,FNC,Blue,2773972.0,22,Nautilus,111,12.0,10.0,2.0,12.0,1.0,11.0,204.0,90.0,2.388888888888889,5.0,2.0,0.5454545454545454,50.943396226415096
rhuckz,FNC,Red,2769911.0,22,Nautilus,111,12.0,10.0,0.0,1.0,3.0,11.0,204.0,90.0,2.388888888888889,5.0,3.0,0.5454545454545454,50.943396226415096
Mikyx,G2,Blue,2768861.0,22,Nautilus,111,12.0,10.0,0.0,12.0,5.0,11.0,204.0,90.0,2.388888888888889,5.0,3.0,0.5454545454545454,50.943396226415096
JeongHoon,AST,Blue,2773457.0,22,Nautilus,111,12.0,10.0,1.0,5.0,1.0,11.0,204.0,90.0,2.388888888888889,5.0,2.0,0.5454545454545454,50.943396226415096
Mikyx,G2,Red,2769159.0,22,Nautilus,111,12.0,10.0,0.0,16.0,0.0,11.0,204.0,90.0,2.388888888888889,5.0,2.0,0.5454545454545454,50.943396226415096
rhuckz,FNC,Blue,2768445.0,18,Ashe,22,11.0,7.0,1.0,9.0,4.0,18.0,169.0,52.0,3.5961538461538463,9.0,5.0,0.6111111111111112,50.943396226415096
JeongHoon,AST,Red,2776067.0,18,Ashe,22,11.0,7.0,0.0,10.0,3.0,18.0,169.0,52.0,3.5961538461538463,9.0,5.0,0.6111111111111112,50.943396226415096
Mikyx,G2,Blue,2768209.0,18,Ashe,22,11.0,7.0,0.0,12.0,2.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Advienne,FNC,Blue,2773628.0,18,Ashe,22,11.0,7.0,0.0,3.0,4.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Labrov,BDS,Blue,2769929.0,18,Ashe,22,11.0,7.0,0.0,15.0,3.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Jackspektra,TH,Blue,2768924.0,18,Ashe,22,11.0,7.0,1.0,6.0,3.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Kaiser,VIT,Red,2768914.0,18,Ashe,22,11.0,7.0,0.0,14.0,3.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Hans,G2,Red,2773874.0,18,Ashe,22,11.0,7.0,3.0,1.0,3.0,18.0,169.0,52.0,3.5961538461538463,9.0,5.0,0.6111111111111112,50.943396226415096
Trymbi,KOI,Blue,2768877.0,18,Ashe,22,11.0,7.0,2.0,10.0,0.0,18.0,169.0,52.0,3.5961538461538463,9.0,5.0,0.6111111111111112,50.943396226415096
Hans,G2,Red,2767073.0,18,Ashe,22,11.0,7.0,2.0,10.0,1.0,18.0,169.0,52.0,3.5961538461538463,9.0,,0.6111111111111112,50.943396226415096
Mikyx,G2,Red,2777132.0,18,Ashe,22,11.0,7.0,4.0,21.0,2.0,18.0,169.0,52.0,3.5961538461538463,9.0,2.0,0.6111111111111112,50.943396226415096
Mersa,TH,Blue,2778102.0,22,Nautilus,111,12.0,10.0,0.0,18.0,4.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
Mersa,TH,Red,2778069.0,22,Nautilus,111,12.0,10.0,0.0,8.0,4.0,11.0,204.0,90.0,2.388888888888889,5.0,1.0,0.5454545454545454,50.943396226415096
Trymbi,KOI,Blue,2778117.0,22,Nautilus,111,12.0,10.0,1.0,0.0,5.0,11.0,204.0,90.0,2.388888888888889,5.0,4.0,0.5454545454545454,50.943396226415096
Kaiser,VIT,Red,2767567.0,18,Ashe,22,11.0,7.0,0.0,14.0,2.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Trymbi,KOI,Blue,2777097.0,18,Ashe,22,11.0,7.0,1.0,3.0,6.0,18.0,169.0,52.0,3.5961538461538463,9.0,5.0,0.6111111111111112,50.943396226415096
JeongHoon,AST,Blue,2767464.0,18,Ashe,22,11.0,7.0,1.0,5.0,4.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Hylissang,MAD,Red,2768541.0,18,Ashe,22,11.0,7.0,2.0,5.0,1.0,18.0,169.0,52.0,3.5961538461538463,9.0,3.0,0.6111111111111112,50.943396226415096
Trymbi,KOI,Blue,2768092.0,18,Ashe,22,11.0,7.0,0.0,8.0,3.0,18.0,169.0,52.0,3.5961538461538463,9.0,,0.6111111111111112,50.943396226415096
JeongHoon,AST,Blue,2768101.0,18,Ashe,22,11.0,7.0,1.0,10.0,6.0,18.0,169.0,52.0,3.5961538461538463,9.0,,0.6111111111111112,50.943396226415096
Odoamne,XL,Blue,2773526.0,20,Renekton,58,8.0,12.0,1.0,1.0,6.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Odoamne,XL,Red,2768899.0,20,Renekton,58,8.0,12.0,2.0,1.0,5.0,60.0,72.0,57.0,2.3157894736842106,5.0,1.0,0.4,47.16981132075472
Chasy,MAD,Red,2768870.0,20,Renekton,58,8.0,12.0,5.0,2.0,1.0,60.0,72.0,57.0,2.3157894736842106,5.0,1.0,0.4,47.16981132075472
Szygenda,KOI,Blue,2768092.0,20,Renekton,58,8.0,12.0,2.0,3.0,2.0,60.0,72.0,57.0,2.3157894736842106,5.0,,0.4,47.16981132075472
Evi,TH,Blue,2768924.0,20,Renekton,58,8.0,12.0,1.0,4.0,4.0,60.0,72.0,57.0,2.3157894736842106,5.0,4.0,0.4,47.16981132075472
Odoamne,XL,Blue,2769509.0,20,Renekton,58,8.0,12.0,3.0,2.0,2.0,60.0,72.0,57.0,2.3157894736842106,5.0,1.0,0.4,47.16981132075472
Photon,VIT,Red,2768877.0,20,Renekton,58,8.0,12.0,1.0,2.0,3.0,60.0,72.0,57.0,2.3157894736842106,5.0,1.0,0.4,47.16981132075472
Szygenda,KOI,Blue,2777097.0,20,Renekton,58,8.0,12.0,1.0,5.0,4.0,60.0,72.0,57.0,2.3157894736842106,5.0,1.0,0.4,47.16981132075472
Adam,BDS,Blue,2773965.0,20,Renekton,58,8.0,12.0,3.0,4.0,6.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Irrelevant,SK,Blue,2774534.0,20,Renekton,58,8.0,12.0,6.0,7.0,1.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Irrelevant,SK,Red,2768513.0,20,Renekton,58,8.0,12.0,6.0,0.0,2.0,60.0,72.0,57.0,2.3157894736842106,5.0,4.0,0.4,47.16981132075472
Chasy,MAD,Blue,2768108.0,20,Renekton,58,8.0,12.0,5.0,6.0,3.0,60.0,72.0,57.0,2.3157894736842106,5.0,2.0,0.4,47.16981132075472
Evi,TH,Red,2769929.0,20,Renekton,58,8.0,12.0,4.0,7.0,6.0,60.0,72.0,57.0,2.3157894736842106,5.0,1.0,0.4,47.16981132075472
Finn,AST,Blue,2775522.0,20,Renekton,58,8.0,12.0,3.0,7.0,4.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Odoamne,XL,Blue,2769151.0,20,Renekton,58,8.0,12.0,4.0,0.0,5.0,60.0,72.0,57.0,2.3157894736842106,5.0,2.0,0.4,47.16981132075472
Chasy,MAD,Blue,2767959.0,20,Renekton,58,8.0,12.0,5.0,2.0,0.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Photon,VIT,Blue,2778032.0,20,Renekton,58,8.0,12.0,3.0,7.0,0.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Finn,AST,Blue,2773457.0,20,Renekton,58,8.0,12.0,1.0,4.0,0.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Evi,TH,Blue,2776133.0,20,Renekton,58,8.0,12.0,4.0,7.0,1.0,60.0,72.0,57.0,2.3157894736842106,5.0,1.0,0.4,47.16981132075472
Szygenda,KOI,Red,2768583.0,20,Renekton,58,8.0,12.0,0.0,1.0,2.0,60.0,72.0,57.0,2.3157894736842106,5.0,3.0,0.4,47.16981132075472
Larssen,KOI,Blue,2775531.0,21,Sylas,517,10.0,11.0,4.0,6.0,4.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Nisqy,MAD,Red,2768541.0,21,Sylas,517,10.0,11.0,2.0,6.0,1.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
nuc,BDS,Red,2767464.0,21,Sylas,517,10.0,11.0,6.0,8.0,1.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Dajor,AST,Red,2768209.0,21,Sylas,517,10.0,11.0,2.0,0.0,6.0,67.0,104.0,70.0,2.442857142857143,3.0,6.0,0.47619047619047616,45.28301886792453
Humanoid,FNC,Blue,2768870.0,21,Sylas,517,10.0,11.0,0.0,4.0,5.0,67.0,104.0,70.0,2.442857142857143,3.0,1.0,0.47619047619047616,45.28301886792453
Larssen,KOI,Blue,2767939.0,21,Sylas,517,10.0,11.0,6.0,4.0,0.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Dajor,AST,Red,2769531.0,21,Sylas,517,10.0,11.0,4.0,9.0,1.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Nisqy,MAD,Red,2776059.0,21,Sylas,517,10.0,11.0,3.0,2.0,5.0,67.0,104.0,70.0,2.442857142857143,3.0,1.0,0.47619047619047616,45.28301886792453
Perkz,VIT,Blue,2778069.0,21,Sylas,517,10.0,11.0,2.0,8.0,5.0,67.0,104.0,70.0,2.442857142857143,3.0,4.0,0.47619047619047616,45.28301886792453
nuc,BDS,Red,2768861.0,21,Sylas,517,10.0,11.0,2.0,1.0,2.0,67.0,104.0,70.0,2.442857142857143,3.0,1.0,0.47619047619047616,45.28301886792453
Ruby,TH,Red,2769929.0,21,Sylas,517,10.0,11.0,0.0,6.0,6.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Caps,G2,Blue,2778074.0,21,Sylas,517,10.0,11.0,2.0,5.0,6.0,67.0,104.0,70.0,2.442857142857143,3.0,4.0,0.47619047619047616,45.28301886792453
Caps,G2,Red,2777132.0,21,Sylas,517,10.0,11.0,13.0,3.0,4.0,67.0,104.0,70.0,2.442857142857143,3.0,4.0,0.47619047619047616,45.28301886792453
Sertuss,SK,Red,2777089.0,21,Sylas,517,10.0,11.0,1.0,4.0,4.0,67.0,104.0,70.0,2.442857142857143,3.0,1.0,0.47619047619047616,45.28301886792453
Sertuss,SK,Red,2767173.0,21,Sylas,517,10.0,11.0,3.0,13.0,1.0,67.0,104.0,70.0,2.442857142857143,3.0,1.0,0.47619047619047616,45.28301886792453
Vetheo,XL,Blue,2769509.0,21,Sylas,517,10.0,11.0,0.0,7.0,3.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Larssen,KOI,Red,2774623.0,21,Sylas,517,10.0,11.0,1.0,3.0,2.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Nisqy,MAD,Red,2768924.0,21,Sylas,517,10.0,11.0,8.0,6.0,5.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
LIDER,AST,Red,2773569.0,21,Sylas,517,10.0,11.0,2.0,3.0,6.0,67.0,104.0,70.0,2.442857142857143,3.0,2.0,0.47619047619047616,45.28301886792453
Dajor,AST,Blue,2769830.0,21,Sylas,517,10.0,11.0,4.0,4.0,1.0,67.0,104.0,70.0,2.442857142857143,3.0,1.0,0.47619047619047616,45.28301886792453
Sertuss,SK,Blue,2767120.0,21,Sylas,517,10.0,11.0,2.0,2.0,2.0,67.0,104.0,70.0,2.442857142857143,3.0,1.0,0.47619047619047616,45.28301886792453
Hylissang,MAD,Blue,2767959.0,15,Yuumi,350,6.0,9.0,0.0,13.0,0.0,9.0,133.0,32.0,4.4375,7.0,4.0,0.4,41.509433962264154
Doss,SK,Blue,2768899.0,15,Yuumi,350,6.0,9.0,1.0,11.0,0.0,9.0,133.0,32.0,4.4375,7.0,3.0,0.4,41.509433962264154
Kaiser,VIT,Blue,2768513.0,15,Yuumi,350,6.0,9.0,1.0,3.0,2.0,9.0,133.0,32.0,4.4375,7.0,6.0,0.4,41.509433962264154
Doss,SK,Red,2768108.0,15,Yuumi,350,6.0,9.0,0.0,3.0,3.0,9.0,133.0,32.0,4.4375,7.0,5.0,0.4,41.509433962264154
Trymbi,KOI,Red,2768454.0,15,Yuumi,350,6.0,9.0,2.0,7.0,4.0,9.0,133.0,32.0,4.4375,7.0,4.0,0.4,41.509433962264154
Hylissang,MAD,Red,2768924.0,15,Yuumi,350,6.0,9.0,2.0,15.0,3.0,9.0,133.0,32.0,4.4375,7.0,3.0,0.4,41.509433962264154
Finn,AST,Blue,2769911.0,21,Gnar,150,14.0,7.0,3.0,7.0,0.0,42.0,99.0,43.0,3.2790697674418605,1.0,2.0,0.6666666666666666,41.509433962264154
Targamas,XL,Red,2767440.0,15,Yuumi,350,6.0,9.0,0.0,6.0,2.0,9.0,133.0,32.0,4.4375,7.0,4.0,0.4,41.509433962264154
JeongHoon,AST,Red,2768430.0,15,Yuumi,350,6.0,9.0,0.0,10.0,3.0,9.0,133.0,32.0,4.4375,7.0,6.0,0.4,41.509433962264154
Doss,SK,Blue,2768583.0,15,Yuumi,350,6.0,9.0,1.0,9.0,0.0,9.0,133.0,32.0,4.4375,7.0,1.0,0.4,41.509433962264154
Kaiser,VIT,Blue,2768984.0,15,Yuumi,350,6.0,9.0,0.0,23.0,5.0,9.0,133.0,32.0,4.4375,7.0,4.0,0.4,41.509433962264154
rhuckz,FNC,Blue,2768870.0,15,Yuumi,350,6.0,9.0,0.0,4.0,1.0,9.0,133.0,32.0,4.4375,7.0,3.0,0.4,41.509433962264154
rhuckz,FNC,Blue,2769159.0,15,Yuumi,350,6.0,9.0,1.0,3.0,3.0,9.0,133.0,32.0,4.4375,7.0,1.0,0.4,41.509433962264154
Kaiser,VIT,Red,2768877.0,15,Yuumi,350,6.0,9.0,0.0,4.0,3.0,9.0,133.0,32.0,4.4375,7.0,3.0,0.4,41.509433962264154
JeongHoon,AST,Red,2767939.0,15,Yuumi,350,6.0,9.0,0.0,1.0,3.0,9.0,133.0,32.0,4.4375,7.0,3.0,0.4,41.509433962264154
Doss,SK,Blue,2769446.0,15,Yuumi,350,6.0,9.0,1.0,21.0,0.0,9.0,133.0,32.0,4.4375,7.0,4.0,0.4,41.509433962264154
Szygenda,KOI,Red,2775898.0,21,Gnar,150,14.0,7.0,2.0,3.0,2.0,42.0,99.0,43.0,3.2790697674418605,1.0,6.0,0.6666666666666666,41.509433962264154
Chasy,MAD,Red,2773449.0,21,Gnar,150,14.0,7.0,1.0,1.0,3.0,42.0,99.0,43.0,3.2790697674418605,1.0,2.0,0.6666666666666666,41.509433962264154
Irrelevant,SK,Blue,2768966.0,21,Gnar,150,14.0,7.0,2.0,7.0,2.0,42.0,99.0,43.0,3.2790697674418605,1.0,2.0,0.6666666666666666,41.509433962264154
Finn,AST,Red,2769531.0,21,Gnar,150,14.0,7.0,4.0,12.0,1.0,42.0,99.0,43.0,3.2790697674418605,1.0,3.0,0.6666666666666666,41.509433962264154
Szygenda,KOI,Blue,2767939.0,21,Gnar,150,14.0,7.0,2.0,6.0,1.0,42.0,99.0,43.0,3.2790697674418605,1.0,2.0,0.6666666666666666,41.509433962264154
Wunder,FNC,Red,2769509.0,21,Gnar,150,14.0,7.0,1.0,4.0,1.0,42.0,99.0,43.0,3.2790697674418605,1.0,3.0,0.6666666666666666,41.509433962264154
Irrelevant,SK,Blue,2768583.0,21,Gnar,150,14.0,7.0,1.0,4.0,1.0,42.0,99.0,43.0,3.2790697674418605,1.0,3.0,0.6666666666666666,41.509433962264154
Irrelevant,SK,Red,2774885.0,21,Gnar,150,14.0,7.0,1.0,3.0,4.0,42.0,99.0,43.0,3.2790697674418605,1.0,6.0,0.6666666666666666,41.509433962264154
Szygenda,KOI,Blue,2773874.0,21,Gnar,150,14.0,7.0,4.0,4.0,0.0,42.0,99.0,43.0,3.2790697674418605,1.0,6.0,0.6666666666666666,41.509433962264154
Szygenda,KOI,Blue,2777051.0,21,Gnar,150,14.0,7.0,4.0,4.0,3.0,42.0,99.0,43.0,3.2790697674418605,1.0,6.0,0.6666666666666666,41.509433962264154
