summonerName,team,teamId,gameId,games,championName,key,Win,lose,kills,assists,deaths,killsT,assistsT,deathsT,kda,ban,Avg BT,wR,Presence
Humanoid,FNC,Blue,2773972.0,35,Azir,268,21.0,14.0,2.0,10.0,1.0,134.0,221.0,108.0,3.287037037037037,8.0,2.0,0.6,81.13207547169812
Perkz,VIT,Red,2773628.0,35,Azir,268,21.0,14.0,0.0,10.0,1.0,134.0,221.0,108.0,3.287037037037037,8.0,4.0,0.6,81.13207547169812
nuc,BDS,Blue,2778084.0,35,Azir,268,21.0,14.0,2.0,11.0,4.0,134.0,221.0,108.0,3.287037037037037,8.0,3.0,0.6,81.13207547169812
Ruby,TH,Red,2769596.0,35,Azir,268,21.0,14.0,5.0,13.0,3.0,134.0,221.0,108.0,3.287037037037037,8.0,2.0,0.6,81.13207547169812
Szygenda,KOI,Blue,2778117.0,32,KSante,897,10.0,22.0,0.0,1.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Evi,TH,Blue,2768454.0,32,KSante,897,10.0,22.0,6.0,8.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Odoamne,XL,Blue,2769531.0,32,KSante,897,10.0,22.0,0.0,4.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Wunder,FNC,Blue,2769159.0,32,KSante,897,10.0,22.0,0.0,2.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Odoamne,XL,Red,2775833.0,32,KSante,897,10.0,22.0,5.0,8.0,5.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
Chasy,MAD,Red,2768924.0,32,KSante,897,10.0,22.0,3.0,6.0,2.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
Evi,TH,Red,2769596.0,32,KSante,897,10.0,22.0,5.0,7.0,6.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Finn,AST,Blue,2767464.0,32,KSante,897,10.0,22.0,1.0,2.0,4.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Evi,TH,Red,2768101.0,32,KSante,897,10.0,22.0,6.0,8.0,6.0,85.0,144.0,104.0,2.201923076923077,7.0,,0.3125,73.58490566037736
Odoamne,XL,Blue,2776067.0,32,KSante,897,10.0,22.0,0.0,0.0,2.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Odoamne,XL,Blue,2767073.0,32,KSante,897,10.0,22.0,5.0,2.0,5.0,85.0,144.0,104.0,2.201923076923077,7.0,,0.3125,73.58490566037736
Finn,AST,Blue,2769135.0,32,KSante,897,10.0,22.0,2.0,1.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,,0.3125,73.58490566037736
Chasy,MAD,Red,2776133.0,32,KSante,897,10.0,22.0,1.0,10.0,4.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Szygenda,KOI,Red,2773457.0,32,KSante,897,10.0,22.0,0.0,2.0,1.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
Szygenda,KOI,Blue,2768541.0,32,KSante,897,10.0,22.0,0.0,1.0,1.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
BrokenBlade,G2,Red,2769446.0,32,KSante,897,10.0,22.0,6.0,4.0,5.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Chasy,MAD,Blue,2774623.0,32,KSante,897,10.0,22.0,2.0,3.0,1.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
Chasy,MAD,Blue,2767440.0,32,KSante,897,10.0,22.0,5.0,8.0,0.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Finn,AST,Red,2768430.0,32,KSante,897,10.0,22.0,1.0,2.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Chasy,MAD,Blue,2773955.0,32,KSante,897,10.0,22.0,2.0,7.0,4.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
Irrelevant,SK,Red,2768108.0,32,KSante,897,10.0,22.0,1.0,2.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,,0.3125,73.58490566037736
Photon,VIT,Red,2769231.0,32,KSante,897,10.0,22.0,3.0,5.0,2.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Wunder,FNC,Blue,2768445.0,32,KSante,897,10.0,22.0,3.0,2.0,4.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Chasy,MAD,Red,2768575.0,32,KSante,897,10.0,22.0,2.0,2.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Evi,TH,Blue,2767173.0,32,KSante,897,10.0,22.0,5.0,7.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Evi,TH,Blue,2778102.0,32,KSante,897,10.0,22.0,4.0,11.0,1.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Adam,BDS,Blue,2768914.0,32,KSante,897,10.0,22.0,3.0,12.0,6.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
Evi,TH,Blue,2769501.0,32,KSante,897,10.0,22.0,1.0,0.0,5.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
BrokenBlade,G2,Blue,2778074.0,32,KSante,897,10.0,22.0,2.0,9.0,3.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
BrokenBlade,G2,Blue,2767567.0,32,KSante,897,10.0,22.0,4.0,2.0,5.0,85.0,144.0,104.0,2.201923076923077,7.0,2.0,0.3125,73.58490566037736
Odoamne,XL,Blue,2775428.0,32,KSante,897,10.0,22.0,5.0,3.0,0.0,85.0,144.0,104.0,2.201923076923077,7.0,3.0,0.3125,73.58490566037736
Evi,TH,Red,2767145.0,32,KSante,897,10.0,22.0,2.0,3.0,5.0,85.0,144.0,104.0,2.201923076923077,7.0,,0.3125,73.58490566037736
Oscarinin,FNC,Red,2774934.0,25,Jax,24,16.0,9.0,5.0,9.0,4.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
Irrelevant,SK,Red,2769830.0,25,Jax,24,16.0,9.0,2.0,5.0,6.0,81.0,117.0,72.0,2.75,12.0,4.0,0.64,69.81132075471697
BrokenBlade,G2,Red,2769501.0,25,Jax,24,16.0,9.0,4.0,6.0,1.0,81.0,117.0,72.0,2.75,12.0,1.0,0.64,69.81132075471697
Szygenda,KOI,Blue,2767214.0,25,Jax,24,16.0,9.0,2.0,3.0,4.0,81.0,117.0,72.0,2.75,12.0,2.0,0.64,69.81132075471697
BrokenBlade,G2,Blue,2769916.0,25,Jax,24,16.0,9.0,5.0,6.0,0.0,81.0,117.0,72.0,2.75,12.0,4.0,0.64,69.81132075471697
Finn,AST,Blue,2777123.0,25,Jax,24,16.0,9.0,7.0,6.0,2.0,81.0,117.0,72.0,2.75,12.0,4.0,0.64,69.81132075471697
Adam,BDS,Red,2768861.0,25,Jax,24,16.0,9.0,1.0,3.0,2.0,81.0,117.0,72.0,2.75,12.0,4.0,0.64,69.81132075471697
Irrelevant,SK,Red,2778102.0,25,Jax,24,16.0,9.0,1.0,1.0,6.0,81.0,117.0,72.0,2.75,12.0,4.0,0.64,69.81132075471697
Photon,VIT,Blue,2774885.0,25,Jax,24,16.0,9.0,4.0,5.0,3.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
BrokenBlade,G2,Red,2773874.0,25,Jax,24,16.0,9.0,2.0,3.0,4.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
Chasy,MAD,Red,2775881.0,25,Jax,24,16.0,9.0,0.0,1.0,5.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
Photon,VIT,Blue,2767108.0,25,Jax,24,16.0,9.0,6.0,3.0,3.0,81.0,117.0,72.0,2.75,12.0,5.0,0.64,69.81132075471697
Adam,BDS,Red,2767464.0,25,Jax,24,16.0,9.0,4.0,4.0,3.0,81.0,117.0,72.0,2.75,12.0,1.0,0.64,69.81132075471697
Evi,TH,Red,2778069.0,25,Jax,24,16.0,9.0,8.0,2.0,3.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
Oscarinin,FNC,Red,2778074.0,25,Jax,24,16.0,9.0,8.0,4.0,3.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
Odoamne,XL,Red,2768984.0,25,Jax,24,16.0,9.0,5.0,8.0,6.0,81.0,117.0,72.0,2.75,12.0,2.0,0.64,69.81132075471697
Odoamne,XL,Red,2769191.0,25,Jax,24,16.0,9.0,1.0,5.0,5.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
BrokenBlade,G2,Red,2769159.0,25,Jax,24,16.0,9.0,2.0,7.0,2.0,81.0,117.0,72.0,2.75,12.0,5.0,0.64,69.81132075471697
Finn,AST,Red,2776067.0,25,Jax,24,16.0,9.0,2.0,3.0,0.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
Finn,AST,Red,2777029.0,25,Jax,24,16.0,9.0,1.0,6.0,1.0,81.0,117.0,72.0,2.75,12.0,4.0,0.64,69.81132075471697
BrokenBlade,G2,Red,2767073.0,25,Jax,24,16.0,9.0,4.0,6.0,2.0,81.0,117.0,72.0,2.75,12.0,,0.64,69.81132075471697
Finn,AST,Red,2773569.0,25,Jax,24,16.0,9.0,0.0,4.0,3.0,81.0,117.0,72.0,2.75,12.0,3.0,0.64,69.81132075471697
Photon,VIT,Blue,2767145.0,25,Jax,24,16.0,9.0,3.0,10.0,3.0,81.0,117.0,72.0,2.75,12.0,2.0,0.64,69.81132075471697
Evi,TH,Red,2769839.0,25,Jax,24,16.0,9.0,3.0,3.0,1.0,81.0,117.0,72.0,2.75,12.0,4.0,0.64,69.81132075471697
Irrelevant,SK,Red,2773941.0,25,Jax,24,16.0,9.0,1.0,4.0,0.0,81.0,117.0,72.0,2.75,12.0,2.0,0.64,69.81132075471697
Crownie,BDS,Blue,2778084.0,29,Varus,110,14.0,15.0,7.0,5.0,2.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Rekkles,FNC,Blue,2769596.0,29,Varus,110,14.0,15.0,8.0,4.0,2.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Carzzy,MAD,Red,2768541.0,29,Varus,110,14.0,15.0,3.0,4.0,1.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Neon,VIT,Red,2767567.0,29,Varus,110,14.0,15.0,7.0,6.0,1.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Rekkles,FNC,Red,2769911.0,29,Varus,110,14.0,15.0,0.0,0.0,3.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Kobbe,AST,Red,2776067.0,29,Varus,110,14.0,15.0,2.0,6.0,0.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Hans,G2,Red,2769446.0,29,Varus,110,14.0,15.0,0.0,7.0,7.0,79.0,161.0,93.0,2.5806451612903225,3.0,1.0,0.4827586206896552,60.37735849056604
Hans,G2,Blue,2768209.0,29,Varus,110,14.0,15.0,4.0,8.0,0.0,79.0,161.0,93.0,2.5806451612903225,3.0,4.0,0.4827586206896552,60.37735849056604
Exakick,SK,Blue,2767120.0,29,Varus,110,14.0,15.0,0.0,3.0,4.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Carzzy,MAD,Blue,2777132.0,29,Varus,110,14.0,15.0,2.0,5.0,5.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Patrik,XL,Blue,2769839.0,29,Varus,110,14.0,15.0,0.0,7.0,7.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Neon,VIT,Red,2768914.0,29,Varus,110,14.0,15.0,1.0,11.0,5.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Patrik,XL,Red,2769191.0,29,Varus,110,14.0,15.0,3.0,7.0,6.0,79.0,161.0,93.0,2.5806451612903225,3.0,4.0,0.4827586206896552,60.37735849056604
Patrik,XL,Blue,2767073.0,29,Varus,110,14.0,15.0,1.0,3.0,4.0,79.0,161.0,93.0,2.5806451612903225,3.0,,0.4827586206896552,60.37735849056604
Crownie,BDS,Red,2768445.0,29,Varus,110,14.0,15.0,5.0,11.0,2.0,79.0,161.0,93.0,2.5806451612903225,3.0,1.0,0.4827586206896552,60.37735849056604
Jackspektra,TH,Red,2769929.0,29,Varus,110,14.0,15.0,2.0,1.0,4.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Patrik,XL,Red,2768984.0,29,Varus,110,14.0,15.0,7.0,13.0,6.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Carzzy,MAD,Red,2769135.0,29,Varus,110,14.0,15.0,3.0,2.0,0.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Jackspektra,TH,Blue,2767173.0,29,Varus,110,14.0,15.0,1.0,7.0,5.0,79.0,161.0,93.0,2.5806451612903225,3.0,4.0,0.4827586206896552,60.37735849056604
Carzzy,MAD,Red,2768924.0,29,Varus,110,14.0,15.0,7.0,7.0,2.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Carzzy,MAD,Red,2768575.0,29,Varus,110,14.0,15.0,0.0,2.0,4.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Exakick,SK,Red,2778102.0,29,Varus,110,14.0,15.0,0.0,7.0,5.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Rekkles,FNC,Red,2769509.0,29,Varus,110,14.0,15.0,4.0,6.0,2.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Comp,KOI,Blue,2777097.0,29,Varus,110,14.0,15.0,0.0,5.0,5.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Hans,G2,Red,2767959.0,29,Varus,110,14.0,15.0,0.0,1.0,1.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Rekkles,FNC,Red,2767108.0,29,Varus,110,14.0,15.0,1.0,2.0,3.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Jackspektra,TH,Red,2768101.0,29,Varus,110,14.0,15.0,3.0,8.0,2.0,79.0,161.0,93.0,2.5806451612903225,3.0,3.0,0.4827586206896552,60.37735849056604
Kobbe,AST,Blue,3131863.0,29,Varus,110,14.0,15.0,5.0,8.0,3.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Comp,KOI,Blue,2768877.0,29,Varus,110,14.0,15.0,3.0,5.0,2.0,79.0,161.0,93.0,2.5806451612903225,3.0,6.0,0.4827586206896552,60.37735849056604
Jankos,TH,Blue,2767173.0,20,Maokai,57,13.0,7.0,3.0,7.0,5.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
Elyoya,MAD,Red,2776133.0,20,Maokai,57,13.0,7.0,2.0,10.0,4.0,32.0,162.0,55.0,3.5272727272727273,11.0,3.0,0.65,58.490566037735846
Xerxe,XL,Blue,2773526.0,20,Maokai,57,13.0,7.0,0.0,2.0,4.0,32.0,162.0,55.0,3.5272727272727273,11.0,1.0,0.65,58.490566037735846
Razork,FNC,Red,2767214.0,20,Maokai,57,13.0,7.0,2.0,10.0,1.0,32.0,162.0,55.0,3.5272727272727273,11.0,3.0,0.65,58.490566037735846
Xerxe,XL,Blue,2775881.0,20,Maokai,57,13.0,7.0,0.0,13.0,2.0,32.0,162.0,55.0,3.5272727272727273,11.0,1.0,0.65,58.490566037735846
Markoon,SK,Blue,2768899.0,20,Maokai,57,13.0,7.0,1.0,7.0,0.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
Bo,VIT,Blue,2768430.0,20,Maokai,57,13.0,7.0,2.0,5.0,0.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
Xerxe,XL,Blue,2776067.0,20,Maokai,57,13.0,7.0,0.0,4.0,3.0,32.0,162.0,55.0,3.5272727272727273,11.0,4.0,0.65,58.490566037735846
Sheo,BDS,Blue,2768575.0,20,Maokai,57,13.0,7.0,2.0,10.0,1.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
113,AST,Red,2777029.0,20,Maokai,57,13.0,7.0,3.0,9.0,1.0,32.0,162.0,55.0,3.5272727272727273,11.0,4.0,0.65,58.490566037735846
Yike,G2,Blue,2768861.0,20,Maokai,57,13.0,7.0,1.0,12.0,0.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
Bo,VIT,Blue,2768513.0,20,Maokai,57,13.0,7.0,3.0,3.0,6.0,32.0,162.0,55.0,3.5272727272727273,11.0,1.0,0.65,58.490566037735846
Jankos,TH,Blue,2774603.0,29,MonkeyKing,62,12.0,17.0,3.0,3.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Jankos,TH,Red,2769596.0,29,MonkeyKing,62,12.0,17.0,5.0,14.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Razork,FNC,Red,2768966.0,29,MonkeyKing,62,12.0,17.0,2.0,3.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Jankos,TH,Blue,2768924.0,29,MonkeyKing,62,12.0,17.0,2.0,5.0,5.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Sheo,BDS,Red,2767464.0,29,MonkeyKing,62,12.0,17.0,5.0,9.0,1.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Xerxe,XL,Red,2777051.0,29,MonkeyKing,62,12.0,17.0,4.0,4.0,5.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Sheo,BDS,Blue,2768914.0,29,MonkeyKing,62,12.0,17.0,9.0,9.0,4.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Xerxe,XL,Red,2767440.0,29,MonkeyKing,62,12.0,17.0,2.0,3.0,4.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Bo,VIT,Blue,2778069.0,29,MonkeyKing,62,12.0,17.0,4.0,7.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Elyoya,MAD,Blue,2768108.0,29,MonkeyKing,62,12.0,17.0,2.0,9.0,1.0,103.0,204.0,95.0,3.231578947368421,2.0,6.0,0.41379310344827586,58.490566037735846
Markoon,SK,Blue,2775898.0,29,MonkeyKing,62,12.0,17.0,3.0,2.0,5.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Xerxe,XL,Red,2769191.0,20,Maokai,57,13.0,7.0,4.0,5.0,3.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
Malrang,KOI,Red,2768583.0,20,Maokai,57,13.0,7.0,0.0,2.0,2.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
Markoon,SK,Red,2778102.0,20,Maokai,57,13.0,7.0,1.0,6.0,4.0,32.0,162.0,55.0,3.5272727272727273,11.0,3.0,0.65,58.490566037735846
Elyoya,MAD,Blue,2767440.0,20,Maokai,57,13.0,7.0,1.0,12.0,2.0,32.0,162.0,55.0,3.5272727272727273,11.0,2.0,0.65,58.490566037735846
Yike,G2,Red,2777070.0,20,Maokai,57,13.0,7.0,5.0,9.0,2.0,32.0,162.0,55.0,3.5272727272727273,11.0,4.0,0.65,58.490566037735846
Elyoya,MAD,Red,2774857.0,29,MonkeyKing,62,12.0,17.0,7.0,11.0,1.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Jankos,TH,Blue,2775833.0,29,MonkeyKing,62,12.0,17.0,8.0,15.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Malrang,KOI,Red,2769151.0,20,Maokai,57,13.0,7.0,0.0,14.0,4.0,32.0,162.0,55.0,3.5272727272727273,11.0,1.0,0.65,58.490566037735846
Razork,FNC,Red,2778074.0,29,MonkeyKing,62,12.0,17.0,4.0,11.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Elyoya,MAD,Blue,2769231.0,29,MonkeyKing,62,12.0,17.0,3.0,3.0,4.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Sheo,BDS,Red,2768445.0,29,MonkeyKing,62,12.0,17.0,2.0,9.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Xerxe,XL,Blue,2767073.0,29,MonkeyKing,62,12.0,17.0,0.0,5.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,,0.41379310344827586,58.490566037735846
Xerxe,XL,Red,2768984.0,29,MonkeyKing,62,12.0,17.0,5.0,10.0,5.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Jankos,TH,Blue,2777029.0,29,MonkeyKing,62,12.0,17.0,3.0,4.0,5.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Elyoya,MAD,Blue,2773955.0,29,MonkeyKing,62,12.0,17.0,1.0,10.0,6.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Jankos,TH,Blue,2776133.0,29,MonkeyKing,62,12.0,17.0,5.0,9.0,4.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Xerxe,XL,Blue,2773941.0,29,MonkeyKing,62,12.0,17.0,0.0,0.0,2.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Sheo,BDS,Blue,2778084.0,29,MonkeyKing,62,12.0,17.0,3.0,7.0,0.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Razork,FNC,Red,2769509.0,29,MonkeyKing,62,12.0,17.0,5.0,6.0,6.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Jankos,TH,Red,2767145.0,29,MonkeyKing,62,12.0,17.0,2.0,8.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Markoon,SK,Red,2774885.0,29,MonkeyKing,62,12.0,17.0,4.0,2.0,4.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Malrang,KOI,Blue,2767939.0,29,MonkeyKing,62,12.0,17.0,1.0,10.0,1.0,103.0,204.0,95.0,3.231578947368421,2.0,1.0,0.41379310344827586,58.490566037735846
Adam,BDS,Red,2774880.0,29,MonkeyKing,62,12.0,17.0,2.0,6.0,2.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Jankos,TH,Red,2775531.0,29,MonkeyKing,62,12.0,17.0,7.0,10.0,3.0,103.0,204.0,95.0,3.231578947368421,2.0,4.0,0.41379310344827586,58.490566037735846
Malrang,KOI,Red,2769916.0,20,Maokai,57,13.0,7.0,0.0,2.0,5.0,32.0,162.0,55.0,3.5272727272727273,11.0,1.0,0.65,58.490566037735846
113,AST,Blue,2777123.0,20,Maokai,57,13.0,7.0,2.0,20.0,6.0,32.0,162.0,55.0,3.5272727272727273,11.0,3.0,0.65,58.490566037735846
Rekkles,FNC,Blue,2773972.0,24,Xayah,498,15.0,9.0,2.0,5.0,0.0,129.0,145.0,42.0,6.523809523809524,7.0,6.0,0.625,58.490566037735846
Carzzy,MAD,Red,2774857.0,24,Xayah,498,15.0,9.0,8.0,5.0,2.0,129.0,145.0,42.0,6.523809523809524,7.0,6.0,0.625,58.490566037735846
Rekkles,FNC,Blue,2768870.0,24,Xayah,498,15.0,9.0,3.0,1.0,0.0,129.0,145.0,42.0,6.523809523809524,7.0,1.0,0.625,58.490566037735846
Kobbe,AST,Blue,2768101.0,24,Xayah,498,15.0,9.0,7.0,2.0,3.0,129.0,145.0,42.0,6.523809523809524,7.0,,0.625,58.490566037735846
Hans,G2,Blue,2768861.0,24,Xayah,498,15.0,9.0,5.0,11.0,2.0,129.0,145.0,42.0,6.523809523809524,7.0,1.0,0.625,58.490566037735846
Jackspektra,TH,Red,2775460.0,24,Xayah,498,15.0,9.0,2.0,1.0,2.0,129.0,145.0,42.0,6.523809523809524,7.0,3.0,0.625,58.490566037735846
Crownie,BDS,Red,2774603.0,24,Xayah,498,15.0,9.0,7.0,6.0,1.0,129.0,145.0,42.0,6.523809523809524,7.0,3.0,0.625,58.490566037735846
Kobbe,AST,Blue,2773457.0,24,Xayah,498,15.0,9.0,4.0,3.0,0.0,129.0,145.0,42.0,6.523809523809524,7.0,3.0,0.625,58.490566037735846
Rekkles,FNC,Red,2768966.0,24,Xayah,498,15.0,9.0,2.0,1.0,3.0,129.0,145.0,42.0,6.523809523809524,7.0,3.0,0.625,58.490566037735846
Rekkles,FNC,Red,2774934.0,24,Xayah,498,15.0,9.0,9.0,13.0,1.0,129.0,145.0,42.0,6.523809523809524,7.0,5.0,0.625,58.490566037735846
Exakick,SK,Blue,2775898.0,24,Xayah,498,15.0,9.0,4.0,1.0,2.0,129.0,145.0,42.0,6.523809523809524,7.0,5.0,0.625,58.490566037735846
Hans,G2,Blue,2775908.0,24,Xayah,498,15.0,9.0,4.0,9.0,0.0,129.0,145.0,42.0,6.523809523809524,7.0,5.0,0.625,58.490566037735846
Jackspektra,TH,Blue,2778102.0,24,Xayah,498,15.0,9.0,7.0,13.0,2.0,129.0,145.0,42.0,6.523809523809524,7.0,5.0,0.625,58.490566037735846
Kobbe,AST,Blue,2777123.0,24,Xayah,498,15.0,9.0,8.0,10.0,2.0,129.0,145.0,42.0,6.523809523809524,7.0,5.0,0.625,58.490566037735846
Upset,VIT,Red,2773526.0,24,Xayah,498,15.0,9.0,9.0,7.0,0.0,129.0,145.0,42.0,6.523809523809524,7.0,3.0,0.625,58.490566037735846
Carzzy,MAD,Blue,2777089.0,24,Xayah,498,15.0,9.0,9.0,10.0,3.0,129.0,145.0,42.0,6.523809523809524,7.0,4.0,0.625,58.490566037735846
Rekkles,FNC,Red,2775428.0,24,Xayah,498,15.0,9.0,1.0,1.0,2.0,129.0,145.0,42.0,6.523809523809524,7.0,3.0,0.625,58.490566037735846
